age,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,marital_married,marital_single,marital_unknown,job_encoded,education_encoded,poutcome_encoded,was_previously_contacted,true_label,predicted
56,0.0,1.0,0.0,0,6,1,356,5,0,1.4,94.465,-41.8,4.961,5228.1,True,False,False,9.0,2,1,0,0,1
40,0.0,1.0,0.0,1,7,4,498,1,0,1.4,93.918,-42.7,4.962,5228.1,False,True,False,3.0,5,1,0,0,1
33,0.0,0.0,0.0,1,8,5,35,3,0,1.4,93.444,-36.1,4.963,5228.1,False,True,False,4.0,6,1,0,0,1
48,0.0,1.0,0.0,0,5,5,34,2,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,4.0,5,1,0,0,1
48,0.0,1.0,0.0,0,5,2,159,5,0,1.1,93.994,-36.4,4.857,5191.0,False,False,False,8.0,6,1,0,0,1
37,0.0,1.0,0.0,0,5,5,136,1,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,7.0,4,1,0,0,1
33,0.0,0.0,0.0,1,7,4,66,7,0,1.4,93.918,-42.7,4.958,5228.1,True,False,False,8.0,6,1,0,0,1
33,0.0,1.0,0.0,0,5,2,422,2,0,-1.8,92.893,-46.2,1.291,5099.1,False,True,False,7.0,5,1,0,0,1
30,0.0,1.0,0.0,1,8,2,386,3,0,1.4,93.444,-36.1,4.963,5228.1,False,True,False,4.0,6,1,0,0,1
56,0.0,1.0,0.0,0,5,5,26,2,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,4,1,0,0,1
37,0.0,1.0,0.0,0,5,2,291,2,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,7.0,6,1,0,0,1
49,0.0,0.0,1.0,1,5,1,290,1,0,-1.8,92.893,-46.2,1.299,5099.1,True,False,False,3.0,3,1,0,0,1
51,0.0,1.0,0.0,0,5,2,492,2,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,5.0,6,1,0,0,1
26,0.0,0.0,0.0,1,8,5,482,2,0,-2.9,92.201,-31.4,0.869,5076.2,False,True,False,0.0,4,1,0,0,1
38,0.0,1.0,0.0,1,8,4,27,10,0,1.4,93.444,-36.1,4.962,5228.1,True,False,False,-1.0,-1,1,0,0,1
33,0.0,0.0,0.0,1,5,3,353,2,0,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,3.0,3,1,0,0,1
39,0.0,0.0,1.0,1,5,4,831,4,0,-1.8,92.893,-46.2,1.327,5099.1,True,False,False,7.0,5,1,0,0,1
29,0.0,0.0,0.0,0,6,2,71,1,0,1.4,94.465,-41.8,4.961,5228.1,False,True,False,4.0,6,1,0,0,1
43,0.0,0.0,1.0,1,5,3,179,2,0,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,3.0,3,1,0,0,1
38,0.0,1.0,0.0,1,5,1,78,2,1,-1.8,92.893,-46.2,1.244,5099.1,True,False,False,7.0,6,0,0,0,1
53,0.0,1.0,0.0,1,11,5,50,2,0,-0.1,93.2,-42.0,4.021,5195.8,True,False,False,4.0,4,1,0,0,1
29,0.0,1.0,1.0,0,5,3,167,3,0,1.1,93.994,-36.4,4.859,5191.0,False,True,False,4.0,4,1,0,0,1
24,0.0,0.0,0.0,1,5,1,64,2,0,-1.8,92.893,-46.2,1.244,5099.1,False,True,False,8.0,6,1,0,0,1
48,0.0,0.0,1.0,0,6,1,215,1,0,1.4,94.465,-41.8,4.865,5228.1,True,False,False,6.0,1,1,0,0,1
46,0.0,0.0,0.0,0,7,2,53,6,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,4.0,6,1,0,0,1
46,0.0,0.0,0.0,0,5,5,134,10,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,3.0,3,1,0,0,1
47,0.0,0.0,0.0,1,8,5,451,2,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,4.0,6,1,0,0,1
47,0.0,0.0,0.0,0,5,2,92,2,0,1.1,93.994,-36.4,4.856,5191.0,False,False,False,4.0,5,1,0,0,1
38,0.0,1.0,0.0,1,8,4,452,3,0,1.4,93.444,-36.1,4.968,5228.1,True,False,False,7.0,4,1,0,0,1
51,0.0,1.0,0.0,0,5,2,369,1,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,9.0,3,1,0,0,1
47,0.0,0.0,0.0,0,5,3,465,11,0,1.1,93.994,-36.4,4.858,5191.0,True,False,False,4.0,4,1,0,0,1
42,0.0,0.0,0.0,0,6,4,236,1,0,1.4,94.465,-41.8,4.958,5228.1,True,False,False,3.0,1,1,0,0,1
48,0.0,0.0,0.0,0,5,2,233,2,0,1.1,93.994,-36.4,4.857,5191.0,False,False,False,4.0,4,1,0,0,1
55,0.0,0.0,0.0,0,6,3,205,4,0,1.4,94.465,-41.8,4.962,5228.1,False,True,False,8.0,1,1,0,0,1
38,0.0,1.0,0.0,1,4,4,110,1,1,-1.8,93.075,-47.1,1.365,5099.1,True,False,False,7.0,5,0,0,0,1
33,0.0,1.0,1.0,1,4,1,18,5,0,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,4.0,4,1,0,0,1
42,0.0,0.0,0.0,0,5,3,116,1,0,1.1,93.994,-36.4,4.859,5191.0,False,False,False,3.0,2,1,0,0,1
37,0.0,1.0,0.0,0,5,5,355,2,0,1.1,93.994,-36.4,4.864,5191.0,False,True,False,4.0,6,1,0,0,1
43,0.0,0.0,0.0,0,5,4,205,4,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,4,1,0,0,1
45,0.0,0.0,0.0,0,5,1,34,9,0,1.1,93.994,-36.4,4.858,5191.0,True,False,False,6.0,3,1,0,0,1
52,0.0,1.0,0.0,1,11,5,160,3,1,-0.1,93.2,-42.0,4.021,5195.8,True,False,False,4.0,3,0,0,0,1
31,0.0,0.0,0.0,0,7,5,141,2,0,1.4,93.918,-42.7,4.959,5228.1,False,True,False,7.0,5,1,0,0,1
56,0.0,1.0,0.0,1,7,4,224,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,7.0,5,1,0,0,1
57,0.0,1.0,0.0,0,5,4,452,2,0,1.1,93.994,-36.4,4.86,5191.0,False,False,False,7.0,1,1,0,0,1
42,0.0,0.0,0.0,1,8,2,105,2,0,1.4,93.444,-36.1,4.966,5228.1,False,True,False,4.0,6,1,0,0,1
46,0.0,0.0,1.0,1,11,2,173,1,1,-1.1,94.767,-50.8,1.046,4963.6,False,True,False,4.0,6,0,0,0,1
28,0.0,0.0,0.0,0,6,4,419,4,0,1.4,94.465,-41.8,4.961,5228.1,True,False,False,3.0,4,1,0,0,1
19,0.0,1.0,0.0,1,5,2,338,4,0,-1.8,92.893,-46.2,1.344,5099.1,False,True,False,0.0,4,1,0,0,1
30,0.0,1.0,0.0,0,4,2,563,2,0,-1.8,93.075,-47.1,1.423,5099.1,False,True,False,4.0,6,1,0,0,1
40,0.0,1.0,0.0,0,5,3,248,2,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,4.0,4,1,0,0,1
30,0.0,0.0,0.0,1,4,3,80,5,0,-1.8,93.075,-47.1,1.372,5099.1,False,True,False,7.0,6,1,0,0,1
55,0.0,0.0,0.0,1,8,1,248,3,0,1.4,93.444,-36.1,4.965,5228.1,True,False,False,9.0,3,1,0,0,1
36,0.0,0.0,0.0,1,5,1,11,14,0,-1.8,92.893,-46.2,1.244,5099.1,True,False,False,4.0,4,1,0,0,1
36,0.0,1.0,0.0,1,4,2,226,1,0,-1.8,93.075,-47.1,1.453,5099.1,True,False,False,3.0,3,1,0,0,1
39,0.0,0.0,0.0,0,5,3,363,1,1,-1.8,92.893,-46.2,1.281,5099.1,False,False,False,4.0,3,0,0,0,1
33,0.0,0.0,0.0,1,7,1,66,1,0,1.4,93.918,-42.7,4.96,5228.1,False,False,False,4.0,-1,1,0,0,1
44,0.0,1.0,0.0,0,5,5,363,7,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,7.0,4,1,0,0,1
40,0.0,1.0,0.0,1,5,2,394,1,0,-1.8,92.893,-46.2,1.344,5099.1,True,False,False,7.0,4,1,0,0,1
66,0.0,0.0,0.0,1,8,3,68,3,0,-2.9,92.201,-31.4,0.879,5076.2,True,False,False,9.0,-1,1,0,0,1
52,0.0,1.0,0.0,1,11,3,210,1,0,-0.1,93.2,-42.0,4.12,5195.8,True,False,False,4.0,4,1,0,0,1
32,0.0,1.0,0.0,1,8,4,109,6,0,1.4,93.444,-36.1,4.962,5228.1,True,False,False,7.0,5,1,0,0,1
41,0.0,1.0,0.0,1,8,3,116,2,0,1.4,93.444,-36.1,4.964,5228.1,False,False,False,4.0,6,1,0,0,1
45,0.0,1.0,0.0,1,8,1,591,2,0,1.4,93.444,-36.1,4.965,5228.1,True,False,False,3.0,1,1,0,0,1
58,0.0,0.0,0.0,1,8,2,509,1,0,1.4,93.444,-36.1,4.966,5228.1,True,False,False,9.0,1,1,0,0,1
33,0.0,1.0,0.0,0,5,3,67,1,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,3.0,3,1,0,0,1
32,0.0,1.0,0.0,1,8,5,79,3,0,1.4,93.444,-36.1,4.966,5228.1,True,False,False,4.0,6,1,0,0,1
40,0.0,0.0,0.0,0,5,5,45,2,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,8.0,4,1,0,0,1
43,0.0,1.0,0.0,0,6,2,112,1,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,7.0,5,1,0,0,1
36,0.0,1.0,0.0,1,5,4,191,1,1,-1.8,92.893,-46.2,1.327,5099.1,True,False,False,7.0,5,0,0,0,1
35,0.0,1.0,0.0,1,5,2,211,5,0,-1.8,92.893,-46.2,1.291,5099.1,False,False,False,4.0,4,1,0,0,1
38,0.0,1.0,0.0,1,10,1,167,3,0,-3.4,92.431,-26.9,0.739,5017.5,True,False,False,3.0,3,1,0,0,1
37,0.0,1.0,0.0,0,6,5,283,3,0,1.4,94.465,-41.8,4.959,5228.1,True,False,False,4.0,4,1,0,0,1
40,0.0,1.0,1.0,1,11,5,44,1,0,-0.1,93.2,-42.0,4.021,5195.8,False,True,False,7.0,6,1,0,0,1
30,0.0,0.0,1.0,1,8,3,69,2,0,1.4,93.444,-36.1,4.964,5228.1,False,True,False,4.0,6,1,0,0,1
45,0.0,0.0,0.0,0,5,5,545,2,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,1.0,4,1,0,0,1
59,0.0,1.0,0.0,1,8,3,80,1,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,9.0,3,1,0,0,1
40,0.0,1.0,0.0,1,4,1,374,3,0,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,3.0,2,1,0,0,1
41,0.0,0.0,0.0,0,6,3,129,4,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,4.0,6,1,0,0,1
27,0.0,1.0,0.0,1,6,5,77,1,0,-2.9,92.963,-40.8,1.268,5076.2,False,True,False,4.0,6,1,0,0,1
34,0.0,0.0,0.0,1,7,4,40,7,0,1.4,93.918,-42.7,4.968,5228.1,False,False,False,7.0,-1,1,0,0,1
31,0.0,0.0,0.0,1,5,5,238,1,1,-1.8,92.893,-46.2,1.313,5099.1,True,False,False,8.0,6,0,0,0,1
31,0.0,1.0,0.0,1,11,1,412,1,0,-0.1,93.2,-42.0,4.191,5195.8,False,True,False,5.0,6,1,0,0,1
31,0.0,0.0,0.0,0,5,3,83,1,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,1.0,5,1,0,0,1
38,0.0,1.0,0.0,0,6,5,38,6,0,1.4,94.465,-41.8,4.959,5228.1,False,True,False,3.0,3,1,0,0,1
37,0.0,1.0,0.0,0,11,1,459,1,0,-3.4,92.649,-30.1,0.722,5017.5,True,False,False,4.0,4,1,0,0,1
30,0.0,0.0,0.0,0,6,4,53,29,0,1.4,94.465,-41.8,4.866,5228.1,True,False,False,3.0,3,1,0,0,1
37,0.0,1.0,0.0,1,8,4,94,7,0,1.4,93.444,-36.1,4.962,5228.1,False,True,False,4.0,6,1,0,0,1
56,0.0,0.0,0.0,1,12,3,124,1,0,-3.0,92.713,-33.0,0.715,5023.5,True,False,False,8.0,5,1,0,0,1
54,0.0,1.0,0.0,1,7,1,36,33,0,1.4,93.918,-42.7,4.96,5228.1,True,False,False,4.0,4,1,0,0,1
44,0.0,0.0,0.0,1,8,1,135,3,0,1.4,93.444,-36.1,4.97,5228.1,True,False,False,3.0,3,1,0,0,1
47,0.0,0.0,0.0,1,5,2,175,2,0,-1.8,92.893,-46.2,1.266,5099.1,False,False,False,9.0,6,1,0,0,1
36,0.0,1.0,0.0,1,4,5,329,2,0,-1.8,93.075,-47.1,1.479,5099.1,True,False,False,3.0,3,1,0,0,1
33,0.0,0.0,0.0,1,7,4,356,1,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,5.0,3,1,0,0,1
34,0.0,0.0,0.0,1,5,3,232,6,0,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,3.0,-1,1,0,0,1
27,0.0,1.0,0.0,0,5,5,27,1,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,7.0,5,1,0,0,1
28,0.0,1.0,0.0,1,11,4,189,2,0,-3.4,92.649,-30.1,0.714,5017.5,False,True,False,4.0,6,1,0,0,1
29,0.0,1.0,0.0,1,5,1,87,2,0,-1.8,92.893,-46.2,1.244,5099.1,True,False,False,4.0,6,1,0,0,1
29,0.0,1.0,0.0,1,8,5,156,1,0,1.4,93.444,-36.1,4.966,5228.1,False,True,False,4.0,6,1,0,0,1
58,0.0,0.0,0.0,1,7,3,101,1,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,6.0,6,1,0,0,1
49,0.0,1.0,0.0,1,7,2,470,2,0,1.4,93.918,-42.7,4.961,5228.1,False,True,False,4.0,4,1,0,0,1
50,0.0,0.0,0.0,1,7,2,36,1,0,1.4,93.918,-42.7,4.961,5228.1,False,False,False,8.0,4,1,0,0,1
35,0.0,1.0,0.0,1,8,2,536,2,0,1.4,93.444,-36.1,4.966,5228.1,False,False,False,7.0,5,1,0,0,1
25,0.0,1.0,0.0,0,5,3,158,2,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,5.0,6,1,0,0,1
50,0.0,0.0,1.0,1,7,2,106,1,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,7.0,5,1,0,0,1
36,0.0,0.0,0.0,1,7,3,227,6,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,4.0,4,1,0,0,1
36,0.0,1.0,0.0,1,8,3,95,5,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,7.0,5,1,0,0,1
40,0.0,0.0,0.0,0,5,2,110,1,0,1.1,93.994,-36.4,4.856,5191.0,True,False,False,3.0,4,1,0,0,1
30,0.0,0.0,1.0,0,5,1,535,6,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,3.0,3,1,0,0,1
55,0.0,1.0,0.0,0,6,2,183,2,0,1.4,94.465,-41.8,4.961,5228.1,True,False,False,7.0,3,1,0,0,1
59,0.0,1.0,0.0,1,8,5,91,1,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,4.0,4,1,0,0,1
56,0.0,0.0,0.0,0,6,3,204,1,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,2.0,1,1,0,0,1
27,0.0,0.0,0.0,1,7,4,10,20,0,1.4,93.918,-42.7,4.968,5228.1,False,True,False,4.0,4,1,0,0,1
37,0.0,1.0,0.0,1,6,4,122,2,1,-1.7,94.055,-39.8,0.742,4991.6,False,True,False,1.0,6,2,1,0,1
33,0.0,0.0,1.0,0,6,2,277,1,0,1.4,94.465,-41.8,4.864,5228.1,True,False,False,4.0,4,1,0,0,1
29,0.0,1.0,0.0,1,7,3,81,7,0,1.4,93.918,-42.7,4.957,5228.1,True,False,False,0.0,6,1,0,0,1
41,0.0,0.0,1.0,1,5,3,593,2,1,-1.8,92.893,-46.2,1.334,5099.1,False,True,False,4.0,6,0,0,0,1
43,0.0,1.0,0.0,0,5,1,181,2,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,3.0,1,1,0,0,1
34,0.0,1.0,0.0,1,7,3,378,1,0,1.4,93.918,-42.7,4.962,5228.1,False,True,False,5.0,6,1,0,0,1
26,0.0,1.0,0.0,1,6,3,213,1,0,-2.9,92.963,-40.8,1.26,5076.2,False,True,False,4.0,6,1,0,0,1
49,0.0,1.0,1.0,1,7,5,152,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,7.0,5,1,0,0,1
44,0.0,1.0,1.0,1,7,4,75,11,0,1.4,93.918,-42.7,4.968,5228.1,False,False,False,4.0,4,1,0,0,1
42,0.0,0.0,0.0,0,5,2,225,2,0,1.1,93.994,-36.4,4.856,5191.0,False,False,False,3.0,4,1,0,0,1
48,0.0,0.0,0.0,0,5,5,533,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,7.0,4,1,0,0,1
33,0.0,0.0,0.0,0,5,4,413,1,0,1.1,93.994,-36.4,4.86,5191.0,True,False,False,3.0,3,1,0,0,1
43,0.0,1.0,0.0,0,5,5,226,2,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,3.0,3,1,0,0,1
53,0.0,1.0,0.0,1,4,5,100,1,0,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,4.0,2,1,0,0,1
26,0.0,1.0,0.0,0,7,5,23,1,0,-1.7,94.215,-40.3,0.822,4991.6,False,True,False,1.0,4,1,0,0,1
39,0.0,0.0,0.0,0,5,5,126,2,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,7.0,5,1,0,0,1
56,0.0,0.0,0.0,0,6,2,394,3,0,1.4,94.465,-41.8,4.961,5228.1,True,False,False,9.0,1,1,0,0,1
35,0.0,1.0,1.0,1,7,2,1186,2,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,4.0,5,1,0,0,1
46,0.0,0.0,0.0,0,5,3,86,2,0,1.1,93.994,-36.4,4.858,5191.0,True,False,False,6.0,5,1,0,0,1
41,0.0,1.0,0.0,0,5,1,83,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,3.0,1,1,0,0,1
35,0.0,0.0,0.0,1,7,2,735,2,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,4.0,5,1,0,0,1
44,0.0,1.0,0.0,1,8,5,247,2,0,-2.9,92.201,-31.4,0.825,5076.2,True,False,False,8.0,-1,1,0,0,1
30,0.0,1.0,0.0,0,5,1,114,2,0,1.1,93.994,-36.4,4.857,5191.0,False,True,False,0.0,-1,1,0,0,1
41,0.0,0.0,0.0,0,5,5,199,3,0,1.1,93.994,-36.4,4.864,5191.0,True,False,False,2.0,6,1,0,0,1
42,0.0,1.0,0.0,1,11,5,8,2,0,-0.1,93.2,-42.0,4.021,5195.8,True,False,False,4.0,4,1,0,0,1
53,0.0,0.0,0.0,1,11,4,227,1,0,-0.1,93.2,-42.0,4.076,5195.8,True,False,False,8.0,4,1,0,0,1
37,0.0,1.0,1.0,1,11,1,79,1,0,-0.1,93.2,-42.0,4.191,5195.8,True,False,False,7.0,5,1,0,0,1
47,0.0,0.0,0.0,1,7,1,208,10,0,1.4,93.918,-42.7,4.96,5228.1,True,False,False,7.0,5,1,0,0,1
56,0.0,1.0,0.0,1,8,2,147,3,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,3.0,1,1,0,0,1
37,0.0,0.0,0.0,1,5,1,261,1,0,-1.8,92.893,-46.2,1.299,5099.1,False,True,False,8.0,3,1,0,0,1
55,0.0,0.0,0.0,0,5,4,97,1,0,1.1,93.994,-36.4,4.86,5191.0,True,False,False,3.0,3,1,0,0,1
35,0.0,0.0,0.0,1,7,1,120,3,0,1.4,93.918,-42.7,4.96,5228.1,False,True,False,6.0,6,1,0,0,1
34,0.0,0.0,0.0,0,5,3,149,4,0,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,4.0,6,1,0,0,1
34,0.0,0.0,0.0,0,7,2,29,16,0,1.4,93.918,-42.7,4.961,5228.1,False,True,False,4.0,4,1,0,0,1
53,0.0,0.0,0.0,1,11,4,290,2,0,-0.1,93.2,-42.0,4.076,5195.8,False,False,False,7.0,4,1,0,0,1
31,0.0,1.0,0.0,0,11,1,69,1,0,-0.1,93.2,-42.0,4.191,5195.8,True,False,False,5.0,6,1,0,0,1
32,0.0,1.0,0.0,1,8,5,77,1,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,7.0,6,1,0,0,1
56,0.0,0.0,0.0,0,5,1,114,2,0,1.1,93.994,-36.4,4.857,5191.0,False,False,False,4.0,-1,1,0,0,1
40,0.0,1.0,0.0,1,7,4,123,1,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,3.0,1,1,0,0,1
54,0.0,0.0,0.0,1,11,2,244,3,0,-0.1,93.2,-42.0,4.153,5195.8,True,False,False,8.0,6,1,0,0,1
21,0.0,0.0,0.0,1,8,4,236,3,0,-2.9,92.201,-31.4,0.873,5076.2,False,True,False,0.0,4,1,0,0,1
37,0.0,1.0,0.0,1,7,5,728,6,0,1.4,93.918,-42.7,4.957,5228.1,True,False,False,7.0,5,1,0,0,1
30,0.0,0.0,0.0,0,5,5,49,3,0,-1.8,92.893,-46.2,1.25,5099.1,False,True,False,4.0,6,1,0,0,1
41,0.0,0.0,0.0,0,6,4,340,2,0,1.4,94.465,-41.8,4.958,5228.1,True,False,False,3.0,1,1,0,0,1
46,0.0,0.0,0.0,0,6,1,86,2,0,1.4,94.465,-41.8,4.961,5228.1,True,False,False,3.0,1,1,0,0,1
60,0.0,0.0,0.0,1,7,5,95,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,9.0,2,1,0,0,1
44,0.0,1.0,0.0,1,8,4,146,1,0,-2.9,92.201,-31.4,0.873,5076.2,True,False,False,1.0,4,1,0,0,1
50,0.0,1.0,0.0,1,7,2,89,2,0,1.4,93.918,-42.7,4.961,5228.1,False,True,False,7.0,6,1,0,0,1
22,0.0,1.0,0.0,0,6,2,1199,2,0,1.4,94.465,-41.8,4.961,5228.1,False,True,False,0.0,4,1,0,0,1
53,0.0,1.0,0.0,1,7,1,153,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,4.0,4,1,0,0,1
52,0.0,1.0,0.0,0,5,1,503,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,7.0,4,1,0,0,1
30,0.0,1.0,0.0,1,11,4,127,2,1,-0.1,93.2,-42.0,4.076,5195.8,False,True,False,7.0,5,0,0,0,1
34,0.0,0.0,0.0,0,6,5,10,23,0,1.4,94.465,-41.8,4.967,5228.1,False,False,False,3.0,5,1,0,0,1
36,0.0,1.0,0.0,1,7,2,221,1,0,1.4,93.918,-42.7,4.962,5228.1,True,False,False,3.0,1,1,0,0,1
35,0.0,1.0,0.0,1,5,1,109,1,0,-1.8,92.893,-46.2,1.264,5099.1,True,False,False,4.0,6,1,0,0,1
34,0.0,0.0,0.0,0,5,3,357,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,4,1,0,0,1
42,0.0,1.0,0.0,0,6,4,168,2,0,1.4,94.465,-41.8,4.866,5228.1,True,False,False,3.0,1,1,0,0,1
52,0.0,1.0,0.0,0,5,3,176,2,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,6.0,3,1,0,0,1
36,0.0,1.0,0.0,1,5,5,327,3,1,-1.8,92.893,-46.2,1.25,5099.1,False,False,False,7.0,5,0,0,0,1
27,0.0,0.0,1.0,1,8,4,255,2,1,-2.9,92.201,-31.4,0.873,5076.2,False,True,False,4.0,4,0,0,0,1
36,0.0,0.0,0.0,0,5,1,188,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,6,1,0,0,1
52,0.0,0.0,0.0,1,5,1,182,2,0,-1.8,92.893,-46.2,1.299,5099.1,True,False,False,3.0,3,1,0,0,1
56,0.0,1.0,0.0,1,8,4,210,2,0,1.4,93.444,-36.1,4.962,5228.1,True,False,False,5.0,4,1,0,0,1
28,0.0,0.0,0.0,0,6,4,178,2,0,1.4,94.465,-41.8,4.955,5228.1,False,True,False,4.0,3,1,0,0,1
27,0.0,1.0,0.0,1,10,5,161,1,3,-1.1,94.601,-49.5,0.942,4963.6,False,True,False,0.0,6,0,0,0,1
57,0.0,1.0,0.0,0,6,3,64,1,0,1.4,94.465,-41.8,4.959,5228.1,False,True,False,7.0,5,1,0,0,1
47,0.0,1.0,0.0,1,8,1,139,3,0,1.4,93.444,-36.1,4.965,5228.1,True,False,False,7.0,5,1,0,0,1
51,0.0,0.0,0.0,0,5,5,328,7,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,4.0,5,1,0,0,1
29,0.0,0.0,0.0,1,8,1,128,2,0,1.4,93.444,-36.1,4.963,5228.1,True,False,False,4.0,4,1,0,0,1
45,0.0,1.0,0.0,1,5,5,84,1,1,-1.8,92.893,-46.2,1.313,5099.1,False,False,False,7.0,6,0,0,0,1
30,0.0,1.0,0.0,1,7,4,45,1,0,1.4,93.918,-42.7,4.963,5228.1,False,True,False,3.0,3,1,0,0,1
31,0.0,0.0,0.0,1,5,1,140,5,2,-1.8,93.876,-40.0,0.701,5008.7,False,True,False,-1.0,4,2,1,0,1
39,0.0,1.0,0.0,0,6,1,132,4,0,1.4,94.465,-41.8,4.947,5228.1,True,False,False,3.0,2,1,0,0,1
38,0.0,1.0,0.0,0,11,3,125,1,0,-0.1,93.2,-42.0,4.12,5195.8,True,False,False,4.0,4,1,0,0,1
35,0.0,1.0,0.0,1,11,3,273,2,0,-0.1,93.2,-42.0,4.12,5195.8,False,True,False,4.0,6,1,0,0,1
31,0.0,1.0,0.0,1,5,3,7,11,1,-1.8,92.893,-46.2,1.334,5099.1,True,False,False,4.0,-1,0,0,0,1
50,0.0,0.0,0.0,1,8,1,72,2,0,1.4,93.444,-36.1,4.965,5228.1,True,False,False,2.0,1,1,0,0,1
36,0.0,0.0,0.0,1,11,4,228,1,0,-0.1,93.2,-42.0,4.076,5195.8,False,True,False,4.0,6,1,0,0,1
42,0.0,0.0,0.0,1,8,3,273,6,0,1.4,93.444,-36.1,4.964,5228.1,True,False,False,4.0,6,1,0,0,1
33,0.0,1.0,1.0,1,5,3,328,2,0,-1.8,92.893,-46.2,1.334,5099.1,False,True,False,6.0,4,1,0,0,1
62,0.0,0.0,0.0,1,6,4,277,3,0,-2.9,92.963,-40.8,1.26,5076.2,True,False,False,-1.0,5,1,0,0,1
45,0.0,1.0,0.0,1,4,1,170,1,1,-1.8,93.075,-47.1,1.405,5099.1,True,False,False,3.0,2,0,0,0,1
30,0.0,1.0,0.0,0,5,4,162,2,0,-1.8,92.893,-46.2,1.266,5099.1,True,False,False,3.0,1,1,0,0,1
72,0.0,1.0,0.0,1,7,5,582,2,1,-1.7,94.215,-40.3,0.822,4991.6,True,False,False,9.0,1,0,0,0,1
59,0.0,0.0,0.0,0,5,4,425,6,0,1.1,93.994,-36.4,4.855,5191.0,True,False,False,9.0,6,1,0,0,1
29,0.0,1.0,0.0,0,5,2,275,1,0,1.1,93.994,-36.4,4.857,5191.0,True,False,False,4.0,4,1,0,0,1
36,0.0,0.0,1.0,1,7,3,56,1,0,1.4,93.918,-42.7,4.963,5228.1,True,False,False,6.0,6,1,0,0,1
51,0.0,1.0,0.0,1,7,2,248,2,0,1.4,93.918,-42.7,4.961,5228.1,True,False,False,7.0,5,1,0,0,1
60,0.0,0.0,0.0,0,5,3,278,2,0,1.1,93.994,-36.4,4.859,5191.0,True,False,False,9.0,4,1,0,0,1
47,0.0,0.0,0.0,1,11,2,62,2,1,-0.1,93.2,-42.0,4.153,5195.8,False,False,False,6.0,6,0,0,0,1
